-3,-2.94,-2.88,-2.82,-2.76,-2.7,-2.64,-2.58,-2.52,-2.46,-2.4,-2.34,-2.28,-2.22,-2.16,-2.1,-2.04,-1.98,-1.92,-1.86,-1.8,-1.74,-1.68,-1.62,-1.56,-1.5,-1.44,-1.38,-1.32,-1.26,-1.2,-1.14,-1.08,-1.02,-0.96,-0.9,-0.84,-0.78,-0.72,-0.66,-0.6,-0.54,-0.48,-0.42,-0.36,-0.3,-0.24,-0.18,-0.12,-0.06,0,0.06,0.12,0.18,0.24,0.3,0.36,0.42,0.48,0.54,0.6,0.66,0.72,0.78,0.84,0.9,0.96,1.02,1.08,1.14,1.2,1.26,1.32,1.38,1.44,1.5,1.56,1.62,1.68,1.74,1.8,1.86,1.92,1.98,2.04,2.1,2.16,2.22,2.28,2.34,2.4,2.46,2.52,2.58,2.64,2.7,2.76,2.82,2.88,2.94
0,0,0,0,0,0,1,3,0,5,0,5,8,8,25,29,49,60,101,140,192,239,368,480,562,801,985,1054,1314,1461,1535,1804,1909,2212,2224,2283,2620,2492,2517,2394,2361,2288,2187,2066,2062,1957,1890,1778,1721,1731,1710,1669,1836,1879,1949,2010,2068,2274,2342,2464,2505,2478,2480,2396,2441,2366,2147,1956,1822,1609,1392,1336,1062,823,657,621,484,341,256,222,175,115,79,43,33,14,7,5,2,2,3,6,0,0,0,0,0,0,0,0
