           1  -0.0318372  -0.0318372           0
           2  -0.0318373  -0.0318373 2.46295e-08
           3  -0.0318374  -0.0318373 4.42321e-08
           4  -0.0318376  -0.0318374 6.59186e-08
           5  -0.0318378  -0.0318375 8.97828e-08
           6   -0.031838  -0.0318376 1.15719e-07
           7  -0.0318383  -0.0318377 1.43602e-07
           8  -0.0318387  -0.0318378 1.73318e-07
           9  -0.0318391  -0.0318379 2.04767e-07
          10  -0.0318395  -0.0318381 2.37864e-07
          11    -0.03184  -0.0318383 2.72531e-07
          12  -0.0318405  -0.0318385 3.08703e-07
          13  -0.0318411  -0.0318387 3.46319e-07
          14  -0.0318418  -0.0318389 3.85327e-07
          15  -0.0318424  -0.0318391 4.25679e-07
          16  -0.0318431  -0.0318394 4.67331e-07
          17  -0.0318439  -0.0318396 5.10244e-07
          18  -0.0318447  -0.0318399 5.54383e-07
          19  -0.0318456  -0.0318402 5.99713e-07
          20  -0.0318465  -0.0318405 6.46204e-07
          21  -0.0318474  -0.0318409 6.93827e-07
          22  -0.0318484  -0.0318412 7.42556e-07
          23  -0.0318495  -0.0318416 7.92367e-07
          24  -0.0318506  -0.0318419 8.43235e-07
          25  -0.0318517  -0.0318423  8.9514e-07
          26  -0.0318529  -0.0318427 9.48061e-07
          27  -0.0318541  -0.0318432 1.00198e-06
          28  -0.0318554  -0.0318436 1.05687e-06
          29  -0.0318567   -0.031844 1.11273e-06
          30  -0.0318581  -0.0318445 1.16953e-06
          31  -0.0318595   -0.031845 1.22726e-06
          32  -0.0318609  -0.0318455  1.2859e-06
          33  -0.0318624   -0.031846 1.34545e-06
          34   -0.031864  -0.0318465 1.40588e-06
          35  -0.0318656  -0.0318471 1.46718e-06
          36  -0.0318672  -0.0318476 1.52935e-06
          37  -0.0318689  -0.0318482 1.59236e-06
          38  -0.0318706  -0.0318488 1.65621e-06
          39  -0.0318724  -0.0318494 1.72089e-06
          40  -0.0318742    -0.03185 1.78639e-06
          41  -0.0318761  -0.0318507 1.85269e-06
          42   -0.031878  -0.0318513 1.91979e-06
          43    -0.03188   -0.031852 1.98768e-06
          44   -0.031882  -0.0318527 2.05635e-06
          45  -0.0318841  -0.0318534 2.12578e-06
          46  -0.0318862  -0.0318541 2.19598e-06
          47  -0.0318883  -0.0318548 2.26693e-06
          48  -0.0318905  -0.0318555 2.33863e-06
          49  -0.0318928  -0.0318563 2.41107e-06
          50  -0.0318951  -0.0318571 2.48423e-06
          51  -0.0318974  -0.0318579 2.55812e-06
          52  -0.0318998  -0.0318587 2.63273e-06
          53  -0.0319022  -0.0318595 2.70805e-06
          54  -0.0319047  -0.0318603 2.78406e-06
          55  -0.0319072  -0.0318612 2.86078e-06
          56  -0.0319098  -0.0318621 2.93819e-06
          57  -0.0319124  -0.0318629 3.01628e-06
          58   -0.031915  -0.0318638 3.09506e-06
          59  -0.0319177  -0.0318648  3.1745e-06
          60  -0.0319205  -0.0318657 3.25462e-06
          61  -0.0319233  -0.0318666 3.33539e-06
          62  -0.0319261  -0.0318676 3.41683e-06
          63   -0.031929  -0.0318686 3.49892e-06
          64  -0.0319319  -0.0318695 3.58165e-06
          65  -0.0319349  -0.0318706 3.66503e-06
          66  -0.0319379  -0.0318716 3.74905e-06
          67   -0.031941  -0.0318726  3.8337e-06
          68  -0.0319441  -0.0318737 3.91898e-06
          69  -0.0319473  -0.0318747 4.00488e-06
          70  -0.0319505  -0.0318758 4.09141e-06
          71  -0.0319538  -0.0318769 4.17855e-06
          72  -0.0319571   -0.031878 4.26631e-06
          73  -0.0319604  -0.0318792 4.35467e-06
          74  -0.0319638  -0.0318803 4.44364e-06
          75  -0.0319673  -0.0318815 4.53321e-06
          76  -0.0319708  -0.0318826 4.62337e-06
          77  -0.0319743  -0.0318838 4.71413e-06
          78  -0.0319779   -0.031885 4.80548e-06
          79  -0.0319815  -0.0318863 4.89742e-06
          80  -0.0319852  -0.0318875 4.98994e-06
          81  -0.0319889  -0.0318887 5.08304e-06
          82  -0.0319927    -0.03189 5.17672e-06
          83  -0.0319965  -0.0318913 5.27097e-06
          84  -0.0320004  -0.0318926 5.36579e-06
          85  -0.0320043  -0.0318939 5.46118e-06
          86  -0.0320082  -0.0318952 5.55713e-06
          87  -0.0320122  -0.0318966 5.65364e-06
          88  -0.0320163  -0.0318979 5.75072e-06
          89  -0.0320204  -0.0318993 5.84835e-06
          90  -0.0320245  -0.0319007 5.94653e-06
          91  -0.0320287  -0.0319021 6.04526e-06
          92  -0.0320329  -0.0319035 6.14454e-06
          93  -0.0320372   -0.031905 6.24437e-06
          94  -0.0320416  -0.0319064 6.34474e-06
          95  -0.0320459  -0.0319079 6.44564e-06
          96  -0.0320503  -0.0319094 6.54709e-06
          97  -0.0320548  -0.0319109 6.64907e-06
          98  -0.0320593  -0.0319124 6.75159e-06
          99  -0.0320639  -0.0319139 6.85464e-06
         100  -0.0320685  -0.0319155 6.95821e-06
         101  -0.0320732   -0.031917 7.06231e-06
         102  -0.0320779  -0.0319186 7.16694e-06
         103  -0.0320826  -0.0319202 7.27209e-06
         104  -0.0320898  -0.0319218 7.38271e-06
         105  -0.0320946  -0.0319235 7.49358e-06
         106  -0.0320995  -0.0319251 7.60471e-06
         107  -0.0321045  -0.0319268 7.71612e-06
         108  -0.0321095  -0.0319285 7.82782e-06
         109  -0.0321145  -0.0319302 7.93982e-06
         110  -0.0321196  -0.0319319 8.05213e-06
         111  -0.0321247  -0.0319337 8.16476e-06
         112  -0.0321299  -0.0319354 8.27771e-06
         113  -0.0321351  -0.0319372 8.39099e-06
         114  -0.0321404   -0.031939 8.50462e-06
         115  -0.0321457  -0.0319408  8.6186e-06
         116  -0.0321511  -0.0319426 8.73294e-06
         117  -0.0321565  -0.0319444 8.84763e-06
         118   -0.032162  -0.0319463 8.96269e-06
         119  -0.0321675  -0.0319481 9.07813e-06
         120   -0.032173    -0.03195 9.19394e-06
         121  -0.0321786  -0.0319519 9.31013e-06
         122  -0.0321843  -0.0319538 9.42671e-06
         123  -0.0321924  -0.0319557 9.54755e-06
         124  -0.0321981  -0.0319577  9.6686e-06
         125  -0.0322039  -0.0319596 9.78988e-06
         126  -0.0322098  -0.0319616  9.9114e-06
         127  -0.0322157  -0.0319636 1.00332e-05
         128  -0.0322216  -0.0319656 1.01552e-05
         129  -0.0322276  -0.0319677 1.02775e-05
         130  -0.0322336  -0.0319697    1.04e-05
         131  -0.0322397  -0.0319718 1.05229e-05
         132  -0.0322459  -0.0319739 1.06461e-05
         133   -0.032252   -0.031976 1.07695e-05
         134  -0.0322583  -0.0319781 1.08933e-05
         135  -0.0322645  -0.0319802 1.10173e-05
         136  -0.0322709  -0.0319823 1.11417e-05
         137  -0.0322772  -0.0319845 1.12665e-05
         138  -0.0322837  -0.0319866 1.13915e-05
         139  -0.0322901  -0.0319888 1.15169e-05
         140   -0.032299   -0.031991 1.16458e-05
         141   -0.032308  -0.0319933 1.17781e-05
         142   -0.032317  -0.0319956 1.19137e-05
         143  -0.0323236  -0.0319979 1.20493e-05
         144  -0.0323327  -0.0320002  1.2188e-05
         145  -0.0323419  -0.0320025 1.23297e-05
         146  -0.0323487  -0.0320049 1.24711e-05
         147  -0.0323556  -0.0320073 1.26124e-05
         148  -0.0323625  -0.0320097 1.27535e-05
         149  -0.0323719  -0.0320121 1.28975e-05
         150  -0.0323789  -0.0320146 1.30413e-05
         151  -0.0323884   -0.032017 1.31878e-05
         152  -0.0323955  -0.0320195  1.3334e-05
         153  -0.0324027   -0.032022   1.348e-05
         154  -0.0324099  -0.0320246 1.36257e-05
         155  -0.0324172  -0.0320271 1.37713e-05
         156  -0.0324293  -0.0320297 1.39222e-05
         157  -0.0324367  -0.0320323 1.40728e-05
         158  -0.0324465  -0.0320349 1.42258e-05
