           1    -5.45952    -5.45952           0
           2    -5.46023    -5.45987 0.000251651
           3    -5.45954    -5.45976 0.000190421
           4    -5.45988    -5.45979 0.000145159
           5    -5.46041    -5.45992 0.000160704
           6     -5.4604       -5.46 0.000152447
           7     -5.4597    -5.45995 0.000136274
           8    -5.45968    -5.45992 0.000123381
           9      -5.461    -5.46004 0.000157196
          10     -5.4599    -5.46003 0.000142081
          11    -5.46002    -5.46003 0.000129166
          12    -5.45997    -5.46002 0.000118478
          13    -5.46045    -5.46005 0.000113901
          14       -5.46    -5.46005  0.00010583
          15    -5.46149    -5.46015 0.000135566
          16      -5.461     -5.4602 0.000137129
          17    -5.46091    -5.46024 0.000135199
          18    -5.46027    -5.46024 0.000127696
          19    -5.45944     -5.4602 0.000127742
          20    -5.46077    -5.46023 0.000124509
          21    -5.46049    -5.46024 0.000119183
          22    -5.46114    -5.46028 0.000120608
          23    -5.45953    -5.46025 0.000119736
          24    -5.46015    -5.46025 0.000114817
          25     -5.4599    -5.46023 0.000111036
          26    -5.46065    -5.46025 0.000107897
          27    -5.45989    -5.46023 0.000104716
          28    -5.45997    -5.46023 0.000101398
          29    -5.45967    -5.46021 9.96725e-05
          30    -5.45963    -5.46019 9.82153e-05
          31    -5.45956    -5.46017 9.70775e-05
          32    -5.45984    -5.46016 9.45694e-05
          33    -5.46054    -5.46017 9.23994e-05
          34    -5.45974    -5.46016 9.05182e-05
          35    -5.45947    -5.46014 9.00428e-05
          36    -5.46013    -5.46014 8.75418e-05
          37    -5.46011    -5.46014 8.51785e-05
          38    -5.46061    -5.46015 8.38544e-05
          39    -5.45975    -5.46014 8.23339e-05
          40    -5.46026    -5.46014  8.0333e-05
          41    -5.46075    -5.46016 7.97424e-05
          42    -5.46029    -5.46016 7.79123e-05
          43     -5.4598    -5.46015 7.65361e-05
          44    -5.45998    -5.46015 7.48912e-05
          45    -5.46068    -5.46016 7.41667e-05
          46    -5.46069    -5.46017 7.34365e-05
          47    -5.46026    -5.46017 7.19006e-05
          48    -5.46005    -5.46017 7.04466e-05
          49    -5.45984    -5.46016 6.93318e-05
          50    -5.45958    -5.46015 6.89121e-05
