           1     1.83586     1.83586           0
           2     1.85152     1.84369  0.00553829
           3     1.81294     1.83344  0.00914838
           4     1.84118     1.83538  0.00706294
           5      1.8724     1.84278  0.00870567
           6     1.85789      1.8453  0.00761004
           7     1.84639     1.84545  0.00652448
           8     1.83031     1.84356  0.00597708
           9     1.81544     1.84044  0.00607518
          10     1.81413     1.83781  0.00601034
          11     1.77281      1.8319  0.00784834
          12     1.79742     1.82902  0.00770213
          13       1.796     1.82648  0.00751681
          14     1.84903     1.82809  0.00715037
          15     1.82501     1.82789  0.00667664
          16     1.76382     1.82388  0.00736294
          17      1.7576     1.81998  0.00789505
          18     1.78921     1.81827  0.00763935
          19     1.81848     1.81829  0.00723729
          20     1.80124     1.81743  0.00692545
          21     1.77874     1.81559   0.0068364
          22     1.77146     1.81358  0.00681354
          23     1.79325      1.8127  0.00657441
          24     1.83655     1.81369  0.00637516
          25     1.89167     1.81681  0.00684075
          26     1.85461     1.81827  0.00673036
          27     1.83909     1.81904  0.00652513
          28     1.82855     1.81938  0.00630093
          29     1.79858     1.81866  0.00612434
          30     1.78798     1.81764  0.00600498
          31     1.77952     1.81641  0.00593584
          32      1.7541     1.81446  0.00606132
          33     1.78358     1.81353  0.00594942
          34     1.84724     1.81452   0.0058565
          35     1.78313     1.81362  0.00575741
          36     1.76588     1.81229   0.0057482
          37     1.75952     1.81087  0.00576706
          38     1.78487     1.81018  0.00565574
          39     1.77676     1.80933  0.00557529
          40     1.78479     1.80871  0.00546954
          41      1.8511     1.80975  0.00543294
          42     1.81503     1.80987  0.00530504
          43     1.80743     1.80982  0.00518197
          44      1.7768     1.80907  0.00511823
          45     1.81314     1.80916  0.00500529
          46     1.83059     1.80962  0.00491813
          47     1.84186     1.81031  0.00486107
          48     1.81913     1.81049  0.00476328
          49     1.88676     1.81205  0.00491377
          50     1.86206     1.81305  0.00491623
