           1   -0.414161   -0.414161           0
           2   -0.429902   -0.422032  0.00556528
           3   -0.391326   -0.411797  0.00914373
           4   -0.419547   -0.413734  0.00706009
           5   -0.450768   -0.421141  0.00870572
           6   -0.436203   -0.423651  0.00760809
           7   -0.424623    -0.42379  0.00652249
           8   -0.408532   -0.421883  0.00597954
           9   -0.393732   -0.418755  0.00607843
          10   -0.392285   -0.416108  0.00601942
          11   -0.351013    -0.41019  0.00786009
          12    -0.37573   -0.407318  0.00771184
          13   -0.374443    -0.40479  0.00752185
          14   -0.427368   -0.406402  0.00715538
          15   -0.403254   -0.406192  0.00668143
          16   -0.342126   -0.402188   0.0073666
          17   -0.335822   -0.398284  0.00790026
          18    -0.36739   -0.396568  0.00764553
          19   -0.396751   -0.396578  0.00724314
          20   -0.379465   -0.395722  0.00693134
          21    -0.35703   -0.393879  0.00684178
          22   -0.349678    -0.39187  0.00681942
          23   -0.371535   -0.390986  0.00657999
          24   -0.414933   -0.391984  0.00638102
          25   -0.470005   -0.395105  0.00684655
          26   -0.432955   -0.396561  0.00673622
          27   -0.417515   -0.397337  0.00653128
          28   -0.407027   -0.397683  0.00630718
          29   -0.376802   -0.396963  0.00613065
          30   -0.366199   -0.395937  0.00601145
          31   -0.357711   -0.394704  0.00594266
          32   -0.332373   -0.392756  0.00606779
          33   -0.361952   -0.391823  0.00595529
          34   -0.425472   -0.392813  0.00586179
          35    -0.36133   -0.391913  0.00576291
          36    -0.34411   -0.390585  0.00575377
          37   -0.337766   -0.389158  0.00577264
          38   -0.363066   -0.388471  0.00566142
          39   -0.355003   -0.387613  0.00558091
          40   -0.363046   -0.386999  0.00547508
          41   -0.429382   -0.388032  0.00543826
          42   -0.393362   -0.388159  0.00531026
          43   -0.385641   -0.388101  0.00518708
          44   -0.355013   -0.387349  0.00512341
          45    -0.39144    -0.38744  0.00501037
          46    -0.40885   -0.387905  0.00492302
          47   -0.420114    -0.38859  0.00486574
          48   -0.397393   -0.388774  0.00476782
          49   -0.465182   -0.390333  0.00491891
          50   -0.440378   -0.391334  0.00492131
