           1     1.22391     1.22391           0
           2     1.23435     1.22913  0.00369219
           3     1.20863     1.22229  0.00609892
           4     1.22745     1.22358  0.00470863
           5     1.24827     1.22852  0.00580378
           6     1.23859      1.2302  0.00507336
           7     1.23092      1.2303  0.00434965
           8     1.22021     1.22904  0.00398472
           9     1.21029     1.22696  0.00405012
          10     1.20942      1.2252  0.00400689
          11     1.18187     1.22126  0.00523223
          12     1.19828     1.21935  0.00513475
          13     1.19734     1.21766  0.00501121
          14     1.23269     1.21873  0.00476692
          15     1.21667     1.21859   0.0044511
          16     1.17588     1.21592  0.00490862
          17     1.17173     1.21332  0.00526337
          18      1.1928     1.21218   0.0050929
          19     1.21232     1.21219  0.00482486
          20     1.20082     1.21162  0.00461697
          21     1.18583     1.21039   0.0045576
          22     1.18098     1.20906  0.00454236
          23      1.1955     1.20847  0.00438294
          24     1.22437     1.20913  0.00425011
          25     1.26111     1.21121   0.0045605
          26     1.23641     1.21218  0.00448691
          27     1.22606     1.21269  0.00435008
          28     1.21904     1.21292  0.00420062
          29     1.19905     1.21244  0.00408289
          30     1.19199     1.21176  0.00400332
          31     1.18635     1.21094  0.00395723
          32      1.1694     1.20964  0.00404088
          33     1.18906     1.20902  0.00396628
          34      1.2315     1.20968  0.00390434
          35     1.18876     1.20908  0.00383828
          36     1.17725      1.2082  0.00383213
          37     1.17302     1.20725  0.00384471
          38     1.18991     1.20679  0.00377049
          39      1.1845     1.20622  0.00371686
          40     1.18986     1.20581  0.00364636
          41     1.23406      1.2065  0.00362196
          42     1.21002     1.20658  0.00353669
          43     1.20496     1.20654  0.00345465
          44     1.18453     1.20604  0.00341216
          45     1.20876      1.2061  0.00333686
          46      1.2204     1.20642  0.00327875
          47      1.2279     1.20687  0.00324071
          48     1.21276     1.20699  0.00317552
          49     1.25784     1.20803  0.00327585
          50     1.24137      1.2087  0.00327749
