           1     -8.4609     -8.4609           0
           2    -8.34065    -8.40078   0.0425153
           3    -8.18108    -8.32754   0.0661724
           4    -8.15277    -8.28385   0.0624086
           5    -8.10091    -8.24726   0.0596959
           6    -8.00822    -8.20742   0.0616234
           7    -7.99778    -8.17747   0.0596557
           8    -7.91492    -8.14465   0.0605573
           9    -7.85819    -8.11283   0.0616283
          10    -7.81163    -8.08271   0.0623929
          11    -7.86806    -8.06319   0.0596942
          12    -7.89257    -8.04897   0.0563876
          13    -7.78219    -8.02845   0.0556593
          14    -7.74777     -8.0084   0.0551764
          15    -7.67227      -7.986   0.0558635
          16    -7.69271    -7.96766   0.0552977
          17    -7.66684    -7.94997    0.054803
          18     -7.5792    -7.92937   0.0554946
          19    -7.52275    -7.90797   0.0565502
          20    -7.62129    -7.89364   0.0555096
          21     -7.5464     -7.8771   0.0552741
          22    -7.52072     -7.8609   0.0550842
          23    -7.56759    -7.84815   0.0541453
          24    -7.60729    -7.83811   0.0528111
          25    -7.55387    -7.82674   0.0519082
          26    -7.50214    -7.81426   0.0513912
          27    -7.56789    -7.80513   0.0502913
          28    -7.51355    -7.79472   0.0495616
          29    -7.51582     -7.7851   0.0487768
          30    -7.46062    -7.77429   0.0483353
          31    -7.50287    -7.76553   0.0475624
          32     -7.5124    -7.75762   0.0467293
          33    -7.49448    -7.74965   0.0459885
          34    -7.56595    -7.74424   0.0449522
          35    -7.54823    -7.73864   0.0440153
          36    -7.57975    -7.73423   0.0430134
          37     -7.5536    -7.72935    0.042127
          38    -7.49563     -7.7232   0.0414649
          39    -7.49682    -7.71739    0.040806
          40    -7.34575     -7.7081   0.0408299
          41    -7.27087    -7.69744   0.0412032
          42     -7.2728    -7.68733    0.041444
          43    -7.35841    -7.67968   0.0411801
          44    -7.36532    -7.67253   0.0408592
          45    -7.29758     -7.6642    0.040792
          46    -7.26733    -7.65557   0.0408074
          47    -7.38531    -7.64982   0.0403423
          48    -7.48733    -7.64644   0.0396436
          49    -7.55017    -7.64447   0.0388832
          50    -7.56169    -7.64282   0.0381408
          51    -7.57054     -7.6414   0.0374192
          52    -7.53236     -7.6393   0.0367583
          53    -7.62588    -7.63905   0.0360656
          54    -7.64164     -7.6391   0.0353978
          55    -7.53562    -7.63722   0.0348042
          56    -7.49281    -7.63464   0.0342781
          57    -7.49092    -7.63212   0.0337693
          58    -7.49453    -7.62975   0.0332703
          59     -7.5395    -7.62822   0.0327415
          60    -7.51401    -7.62631   0.0322511
          61    -7.57027    -7.62539   0.0317355
          62    -7.53799    -7.62398   0.0312549
          63    -7.54325     -7.6227   0.0307851
          64    -7.51674    -7.62105   0.0303485
          65      -7.552    -7.61998   0.0299002
          66    -7.47615    -7.61781   0.0295265
          67    -7.54906    -7.61678   0.0291036
          68    -7.53005     -7.6155   0.0287036
          69    -7.50817    -7.61395   0.0283297
          70    -7.56993    -7.61332    0.027932
          71    -7.54116     -7.6123    0.027557
          72    -7.49015    -7.61061   0.0272265
          73    -7.53996    -7.60964   0.0268707
          74    -7.53958    -7.60869   0.0265243
          75    -7.48733    -7.60707   0.0262199
          76    -7.47885    -7.60539   0.0259291
          77    -7.49008    -7.60389   0.0256356
          78    -7.51875     -7.6028   0.0253302
          79    -7.51227    -7.60165   0.0250354
          80    -7.46469    -7.59994    0.024781
          81    -7.52048    -7.59896   0.0244944
          82    -7.53523    -7.59818   0.0242081
          83     -7.5365    -7.59744   0.0239278
          84    -7.55157    -7.59689   0.0236492
          85    -7.55055    -7.59635   0.0233772
          86    -7.65371    -7.59701   0.0231149
          87    -7.60376    -7.59709   0.0228493
