-0.0503477,0.158036,0.451064
-1.00813,0.718274,-0.135991
-0.751152,0.895304,-1.05129
0.198952,1.45422,-1.04721
0.608164,1.16679,-0.712905
1.52965,2.13452,-0.0236773
0.724015,1.15217,0.445853
1.79206,0.930018,-0.0540939
1.87599,0.450842,-0.0947289
1.24837,-0.609868,-0.943367
0.718232,-1.40082,-0.0583912
0.145344,-0.671074,0.488903
-0.511976,-1.42106,0.873753
-0.344726,-0.642908,1.31742
0.495505,-1.10398,1.93766
1.222,-0.309453,2.4626
0.694957,0.475292,2.56776
0.346555,1.04739,1.55448
-0.628992,0.118589,0.645678
0.0157346,-0.741851,0.307612
-0.112875,0.218741,1.22314
0.600541,0.540231,0.535489
-0.367271,-0.269726,-0.535999
-0.150775,-0.823139,0.0322815
-0.159994,0.0293348,-0.277918
0.27628,0.252975,0.255566
0.536195,-0.517683,0.340712
0.624534,-0.791463,0.699072
-0.0733119,-1.8726,0.536221
-0.0454985,-1.93997,0.580897
-1.02913,-1.78878,1.46917
-1.4855,-1.58154,0.867808
-2.30131,-1.22389,0.527801
-2.06669,-0.572657,0.0631081
-2.4698,-0.588896,0.584989
-2.33076,-1.26843,0.952929
-2.47429,-0.912255,0.968742
-2.72007,-1.77312,-0.0979185
-2.11591,-1.42116,-0.944486
-1.89432,-1.66575,-0.795287
-1.35735,-1.41372,-0.139862
-1.56864,-1.65946,-0.866804
-0.726697,-1.1612,-0.483606
0.0500177,-0.241675,-0.186335
0.820215,0.0712996,0.496694
-0.0572239,-0.416714,-0.268112
-0.148431,0.3485,0.151124
0.785061,0.493051,0.243996
-0.086974,1.09264,0.128293
0.396257,0.908321,0.150528
-0.282249,0.0198357,1.16998
0.463127,0.160573,0.10047
0.873074,0.0394389,0.480878
1.96771,-0.00152544,-0.0266152
2.09497,-0.799377,-0.944107
1.1629,0.0492776,-1.24578
0.654726,-0.465922,-0.880464
0.952957,-0.704499,-0.853706
0.178346,-0.911479,0.0227909
0.167147,-0.0514989,0.437406
-0.0189926,0.0709807,-0.438449
-0.434951,-0.203838,0.193801
-0.075652,0.112871,0.425006
0.0999113,0.43148,-0.0448125
1.05286,-0.188595,-0.662671
2.09122,0.443862,-0.507572
1.133,1.43065,0.244268
0.177643,1.48576,-0.340348
0.465642,0.552356,-0.0898394
1.4178,-0.285927,0.88776
1.6628,-0.918945,0.72509
1.82472,-0.866493,0.487399
1.39583,-0.391035,0.219261
0.796469,0.690843,-0.39102
0.0850234,0.806004,-0.00440785
-0.790133,0.775518,-0.160208
-0.416976,0.0122228,-0.629038
0.18281,0.588384,-0.466777
0.642645,-0.506399,-0.617893
0.672876,-0.524099,0.293093
-0.30119,-0.805637,0.992511
0.0266231,-0.103464,0.07607
1.02994,0.733305,0.288883
1.48486,0.444212,-0.444187
2.11401,0.993316,-1.38405
1.6672,1.10996,-0.981065
1.51055,0.0558062,-1.08147
1.76049,-1.01187,-0.394274
1.53446,-0.274173,0.519883
1.1384,-1.13824,-0.217213
0.6677,-1.99464,-1.08087
-0.266116,-1.52634,-0.640136
-0.0874648,-1.14568,-1.03069
-1.08497,-1.27221,0.0392365
-1.21906,-0.884356,0.743245
-0.727836,-0.330412,1.25856
-0.758041,0.638218,1.81204
-1.50331,-0.319833,0.797027
-1.71651,-0.775916,-0.244206
-1.65743,0.121465,0.414733
-1.73049,-0.287388,0.156329
-1.23482,-0.951733,-0.198165
-0.796437,-0.748336,-1.12302
-0.414946,-0.807489,-0.536772
0.171533,0.149727,-0.251344
-0.247806,0.174379,0.142928
-0.622676,0.140857,1.04166
0.361086,0.592256,0.50375
0.998396,-0.115273,0.182583
1.30016,-0.266975,0.457004
0.485966,-0.0178988,0.102497
-0.468013,0.13202,-0.521265
-0.432491,1.06968,0.433794
0.622168,0.910627,-0.435017
0.809298,0.252803,0.183098
0.929,1.05762,-0.354972
1.70099,0.732812,-0.189232
1.50248,0.786778,-0.902834
0.477722,1.35572,-0.302903
1.32717,0.506329,-0.525251
1.03496,1.51615,-0.104227
1.24937,2.52835,-0.338003
0.346049,2.99136,-0.637563
0.09886,2.77143,-1.0439
-0.253463,2.27775,-0.521022
0.0263868,1.25002,-1.55854
0.209903,0.514812,-1.37225
0.827898,0.097373,-1.04283
0.224383,0.0913959,-0.812628
0.904298,-0.937646,-0.33393
0.552535,-0.555459,0.565305
1.4122,-1.38574,-0.0172448
2.47357,-0.795958,1.05502
3.39645,-0.137713,0.0650305
3.07003,0.564077,-0.674008
1.97082,1.00158,-1.51199
1.31594,0.160419,-0.769088
1.51242,-0.69128,0.140757
1.75997,-0.923673,-0.10586
1.71354,-0.110067,-1.13997
0.956055,-0.842467,-0.123199
0.368954,-0.0946253,-0.395583
-0.718973,-0.285979,-0.259716
0.138537,0.660525,0.172539
0.389704,0.332315,0.08124
0.503746,0.445613,1.03145
1.4721,0.299811,0.177763
1.52115,0.538099,0.650567
0.503777,0.658858,1.49294
1.37736,0.962129,2.13025
0.760987,0.727918,1.38323
0.0468659,1.13733,0.610142
0.332887,0.120188,1.14493
0.275911,0.402156,0.968615
-0.778028,-0.153108,1.72679
0.153563,-0.442835,1.30935
-0.532474,-0.089848,2.16495
-0.140807,0.221676,1.95943
0.602027,0.460293,2.13641
1.58138,1.29297,1.21429
0.507126,0.620857,1.99922
1.31578,0.482374,1.46779
0.684251,0.373035,0.722531
-0.337273,-0.572242,-0.247835
-0.43971,-1.35292,-0.604679
0.533115,-0.262933,-0.810205
-0.249714,-0.0796108,0.125004
-0.110357,0.426346,0.0764011
0.868693,0.133495,-0.0532908
-0.0191468,-0.0386401,-0.0319591
-0.279529,-0.14455,0.303119
-0.980679,-0.00282375,1.20731
-1.65091,-0.730024,0.913209
-1.62679,0.336314,0.0751526
-1.51968,0.932875,-0.345023
-0.808886,1.78864,-0.115285
-1.34111,1.43615,-1.18829
-1.79168,0.518021,-0.380789
-1.32398,0.492719,-0.11036
-1.04364,1.3119,-1.06811
-1.63376,0.362752,-0.464023
-1.858,-0.426604,-0.0517524
-0.785803,-0.784023,0.607139
-0.142459,-0.0729895,0.967798
