4.95579,0
4.91664,0.0391493
4.98754,0.0744122
4.9917,0.0527812
4.99163,0.0408842
5.01336,0.0398324
5.01093,0.0337523
5.00467,0.0298927
5.0009,0.0266305
4.99383,0.0248462
4.99065,0.0226989
4.99494,0.0211611
4.9988,0.0198438
4.99601,0.0185811
4.98919,0.0185966
4.98515,0.0178569
4.98646,0.0168241
4.97949,0.0173237
4.97394,0.0173017
4.97582,0.0165216
4.98137,0.0166641
4.9827,0.0159446
4.97956,0.0155557
4.97723,0.0150758
4.98721,0.0175717
4.98644,0.0168996
4.9935,0.0177262
4.99257,0.0171068
4.99457,0.0166268
4.99261,0.0161817
4.99355,0.0156791
4.9947,0.0152249
4.99239,0.0149352
4.99363,0.0145419
4.99303,0.0141328
4.99419,0.0137834
4.9966,0.0136204
5.00024,0.0137461
5.00238,0.0135592
5.00758,0.0142019
5.01006,0.0140729
5.01152,0.0138111
5.01362,0.0136481
5.01546,0.0134602
5.01693,0.0132399
5.01821,0.0130118
5.01597,0.0129267
5.01543,0.012666
5.01589,0.0124131
5.01313,0.012471
5.01738,0.0129439
5.01791,0.0127034
5.018,0.0124617
5.01939,0.0123083
5.01696,0.012325
5.01515,0.012237
5.01672,0.0121218
5.01636,0.0119163
5.01761,0.0117785
5.01813,0.0115927
5.01719,0.0114401
5.01724,0.0112542
5.01651,0.0110981
5.01489,0.011043
5.01316,0.0110098
5.01156,0.0109586
5.01348,0.0109627
5.01199,0.0109024
5.01272,0.0107681
5.01417,0.0107115
5.01216,0.0107482
5.01118,0.010643
5.01037,0.0105275
5.01092,0.0103989
5.0084,0.0105642
5.0056,0.0107947
5.00511,0.0106649
5.00645,0.0106121
5.00843,0.0106622
5.00894,0.0105404
5.00811,0.010442
5.00808,0.0103139
5.00732,0.0102166
5.00743,0.0100948
5.00798,0.00999051
5.00691,0.00993123
5.00844,0.00993412
5.00637,0.010035
5.0069,0.00993557
5.00708,0.00982624
5.00697,0.00971832
5.00742,0.00962252
5.00763,0.00952083
5.00676,0.00945868
5.00843,0.00950507
5.00675,0.00955313
5.00598,0.00948534
5.00763,0.00953146
5.00751,0.00943543
5.00681,0.00936696
